,facname,zipcode,boro,cd,latitude,longitude,geometry,index_right,PUMA,Shape_Leng,Shape_Area
2468,"PARALLAX CENTER, INC. MSW-OP",10016,MANHATTAN,106,40.7450534576,-73.9799724652,POINT (-73.97997102364565 40.74504519400256),17,3808,43083.5505189,44952037.8009
2469,PCMH BROOKLYN ACT,11232,BROOKLYN,307,40.6634458478,-73.9957561429,POINT (-73.99575470065716 40.66343760110202),34,4012,96983.6271364,112208109.35
2470,NEWYORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,11215,BROOKLYN,306,40.6678123649,-73.9791073619,POINT (-73.97910592453474 40.66780411709256),27,4005,95462.4834828,114514600.094
2471,BELLEVUE HOSPITAL CENTER (HHC) OTP,10016,MANHATTAN,106,40.7391058076,-73.9751192557,POINT (-73.97511781569598 40.73909754526689),17,3808,43083.5505189,44952037.8009
2472,LOWER EAST SIDE SERVICE CENTER CDTP,10002,MANHATTAN,103,40.7137769555,-73.995862649,POINT (-73.99586120302978 40.71376869859005),18,3809,36351.6176183,48695493.6207
2473,PEER ADVOCACY - BRONX MHC,10457,BRONX,206,40.844609,-73.897222,POINT (-73.89722057844543 40.8446007140831),4,3705,68697.5999192,122483690.262
2474,ON SITE REHAB - FORT WASHINGTON,10032,MANHATTAN,112,40.8421391527,-73.9413043267,POINT (-73.9413028915622 40.8421308688012),10,3801,62589.0551493,81247268.6263
2475,CANARSIE CLINIC,11236,BROOKLYN,318,40.6491907674,-73.9048368952,POINT (-73.90483548299581 40.64918252024119),30,4008,97558.4670821,164339106.08
2476,BROWNSVILLE CHILD DEVELOPMENT CENTER,11212,BROOKLYN,316,40.661520178,-73.9186930911,POINT (-73.91869167352678 40.66151192847946),29,4007,44860.7781372,72205366.5338
2477,MOBILE CRISIS MANAGEMENT - BRONX,10455,BRONX,201,40.8184162004,-73.9137470888,POINT (-73.91374566358949 40.81840791986168),9,3710,90067.9543636,137760289.541
2478,MORRIS HIGH SCHOOL,10456,BRONX,203,40.8272598048,-73.9038533741,POINT (-73.90385195107973 40.82725152250678),4,3705,68697.5999192,122483690.262
2479,PARSONS COMMUNICARE CLINIC,11432,QUEENS,412,40.704091,-73.800269,POINT (-73.80026761748528 40.70408273877066),52,4112,72793.6040684,260049220.98
2480,RUMC BEHAVIORAL HEALTH PAVILION,10314,STATEN ISLAND,502,40.6125497509,-74.1766969163,POINT (-74.17669541983915 40.61254152024118),21,3902,153372.622901,675481898.963
2481,MANHATTANVILLE/ST. NICHOLAS HOUSES CHILD HEALTH CARE CENTER,10027,MANHATTAN,110,40.8112769954,-73.9496577552,POINT (-73.94965631904513 40.81126871774314),12,3803,38111.6886704,39843953.7438
2482,ONGOING INTEGRATED SUPPORTED EMPLOYMENT,10001,MANHATTAN,105,40.7486861981,-73.9953609154,POINT (-73.99535946794036 40.74867793406273),16,3807,71863.8360436,85622064.5857
2483,BROOKLYN SURGERY CENTER,11204,BROOKLYN,312,40.6165711172,-73.9790387438,POINT (-73.97903730869956 40.61656287870965),36,4014,51089.0682127,87680448.1856
2484,CTI HARLEM OP,10018,MANHATTAN,105,40.751651247,-73.9895335052,POINT (-73.98953205945705 40.75164298191054),16,3807,71863.8360436,85622064.5857
2485,"PROVIDENCE REST, INC.",10465,BRONX,210,40.8374491411,-73.8172172157,POINT (-73.81721582024723 40.83744085359732),2,3703,305269.138803,267643637.839
2486,ASTORIA DIALYSIS CENTER,11106,QUEENS,401,40.7571485331,-73.9257268864,POINT (-73.92572546081485 40.75714026562586),41,4101,76015.2039665,143819416.07
2487,MANHATTANVILLE HEALTH CARE CENTER,10463,BRONX,208,40.8812266844,-73.9086812192,POINT (-73.90867979151983 40.88121839203821),0,3701,53227.1136077,97928516.6801
2488,HARLEM TRANSITIONAL SERVICES/THE KELLY TLC,10027,MANHATTAN,110,40.8115616254,-73.95100972,POINT (-73.95100828320922 40.81155334774836),12,3803,38111.6886704,39843953.7438
2489,ELMCOR YOUTH & ADULT ACTIVITIES OP,11368,QUEENS,403,40.7575713106,-73.86123496,POINT (-73.86123355526118 40.75756304033382),42,4102,64416.9369837,117155733.277
2490,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,11229,BROOKLYN,315,40.6093675518,-73.958867525,POINT (-73.95886609853022 40.60935931328854),38,4016,109480.188237,120716882.065
2491,HENRY STREET SCHOOL,10002,MANHATTAN,103,40.7133783323,-73.9862157996,POINT (-73.98621435812919 40.71337007502487),18,3809,36351.6176183,48695493.6207
2492,COUNSELING SERVICE OF E.D.N.Y. OP 2,11201,BROOKLYN,302,40.6934796882,-73.9914138748,POINT (-73.99141243227352 40.69347143484617),26,4004,73010.0956282,86682052.0213
2493,COALITION CENTER FOR REHABILITATION & RECOVERY,10038,MANHATTAN,101,40.7093168647,-74.0071369794,POINT (-74.00713553098238 40.70930860852946),19,3810,122526.958548,81024704.0028
2494,MOBILE CRISIS MANAGEMENT,10451,BRONX,201,40.8170605744,-73.9245021238,POINT (-73.92450069556273 40.81705229413947),9,3710,90067.9543636,137760289.541
2495,SLR DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL HEALTH,10025,MANHATTAN,109,40.8052914791,-73.9609303429,POINT (-73.96092890334357 40.80528320280701),11,3802,37927.824564,46903009.3879
2496,BROOKLYN BIRTHING CENTER,11229,BROOKLYN,315,40.6084228911,-73.9527852117,POINT (-73.95278378641295 40.60841465364103),38,4016,109480.188237,120716882.065
2497,PHOENIX HOUSE ACADEMY LONG ISLAND IR 2,11106,QUEENS,401,40.7646743658,-73.9402843643,POINT (-73.94028293357722 40.76466609693622),41,4101,76015.2039665,143819416.07
2498,FMS-MORRIS PARK,10461,BRONX,211,40.8511212764,-73.8435578462,POINT (-73.84355644229618 40.85111298796222),3,3704,47970.2030233,106216908.278
2499,"INSTITUTE FOR COMMUNITY LIVING, INC.",10454,BRONX,201,40.8072120529,-73.9294959857,POINT (-73.92949455628074 40.80720377607281),9,3710,90067.9543636,137760289.541
2500,BRONX HBCI III,10455,BRONX,201,40.8184162004,-73.9137470888,POINT (-73.91374566358949 40.81840791986168),9,3710,90067.9543636,137760289.541
2501,BETH ISRAEL MEDICAL CENTER ADULT CLINIC,10003,MANHATTAN,106,40.7333359108,-73.9823225883,POINT (-73.98232114562919 40.73332765007594),17,3808,43083.5505189,44952037.8009
2502,MOUNT HOPE FAMILY PRACTICE,10453,BRONX,205,40.8498062065,-73.9145929878,POINT (-73.91459156004538 40.84979792010146),6,3707,37374.595308,42281071.5105
2503,FRESNIUS KIDNEY CARE - DEGRAW STREET,11217,BROOKLYN,306,40.6797592165,-73.9839203268,POINT (-73.98391888743686 40.67975096541402),27,4005,95462.4834828,114514600.094
2504,TRANSITIONAL LIVING COMMUNITY OR TLC,11207,BROOKLYN,305,40.6731838174,-73.9003675198,POINT (-73.90036610656637 40.67317556474941),29,4007,44860.7781372,72205366.5338
2505,HEALTH HOME NON-MEDICAID CARE MANAGEMENT,11207,BROOKLYN,304,40.6840191968,-73.9092708093,POINT (-73.90926939411631 40.6840109432233),24,4002,44917.4130232,70686985.4608
2506,LENOX HILL HOSPITAL PSYCHIATRIC OUTPATIENT CLINIC,10065,MANHATTAN,108,40.7641379644,-73.9636749738,POINT (-73.96367353618433 40.76412969621946),14,3805,54449.5033787,55222267.9563
2507,PUERTO RICAN FAMILY INSTITUTE - MANHATTAN CLINIC,10011,MANHATTAN,104,40.7389536153,-73.997907604,POINT (-73.99790615739656 40.73894535305217),16,3807,71863.8360436,85622064.5857
2508,THE BAILEY HOUSE BEHAVIORAL HEALTH CENTER,10035,MANHATTAN,111,40.8025767954,-73.9404071764,POINT (-73.94040574289396 40.80256851948058),13,3804,62599.5024685,64612123.1374
2509,P.S. 9 TEUNIS BERGEN SCHOOL SBMH,11238,BROOKLYN,308,40.6786070088,-73.9661827068,POINT (-73.96618127325571 40.67859875790661),28,4006,42559.3069581,61860727.1531
2510,ASIAN OUTREACH PROGRAM,11373,QUEENS,404,40.7371796745,-73.8817712664,POINT (-73.88176985558862 40.73717140900095),49,4109,95211.0194607,167050353.269
2511,ST. JOHN'S EPISCOPAL HOSPITAL AMBULATORY CARE CENTER,11691,QUEENS,414,40.5996015798,-73.7544718361,POINT (-73.75447047420177 40.5995933369727),54,4114,402487.073726,310522670.444
2512,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,11201,BROOKLYN,302,40.6906301598,-73.9778893108,POINT (-73.97788787253431 40.69062190712184),26,4004,73010.0956282,86682052.0213
2513,HEIGHTS-HILL MENTAL HEALTH SVC SBPC COMMUNITY ADVISORY BOARD,11217,BROOKLYN,302,40.6880241556,-73.9799650243,POINT (-73.97996358527828 40.68801590269769),26,4004,73010.0956282,86682052.0213
2514,PEDIATRIC CONSULTATION,11203,BROOKLYN,309,40.6566584299,-73.9461602634,POINT (-73.946158837162 40.65665018277866),33,4011,34953.4245338,47617950.8156
2515,MIDWOOD DIALYSIS,11230,BROOKLYN,314,40.6151948612,-73.9540187031,POINT (-73.95401727749919 40.61518662211752),37,4015,50007.9713088,81045770.1741
2516,MT SINAI ADOLESCENT HEALTH CENTER,10128,MANHATTAN,108,40.7823443329,-73.9471912014,POINT (-73.94718976697632 40.78233606038028),14,3805,54449.5033787,55222267.9563
2517,ADVOCACY SUPPORT SERVICES,11691,QUEENS,414,40.5958488897,-73.7435641196,POINT (-73.74356276233551 40.59584064642718),54,4114,402487.073726,310522670.444
2518,PS 108,10029,MANHATTAN,111,40.795046714,-73.9478619826,POINT (-73.94786054815789 40.79503843920099),13,3804,62599.5024685,64612123.1374
2519,CARING FAMILY NURSING AND REHABILITATION CENTER,11691,QUEENS,414,40.6008983152,-73.7570413502,POINT (-73.75703998790446 40.60089007258154),54,4114,402487.073726,310522670.444
2520,NYU MOBILE DENTAL EQUIP SCH PROG,10010,MANHATTAN,106,40.7379593724,-73.9783971615,POINT (-73.97839571995564 40.73795110980986),17,3808,43083.5505189,44952037.8009
2521,DANIEL WEBSTER HOUSES CHILD HEALTH CLINIC,10456,BRONX,203,40.832279849,-73.9095346019,POINT (-73.90953317749823 40.83227156548963),4,3705,68697.5999192,122483690.262
2522,LOWER EAST SIDE SRVCE CENTER INC.MTA-R,10038,MANHATTAN,101,40.7070834263,-74.0077956125,POINT (-74.00779416393273 40.70707517123513),19,3810,122526.958548,81024704.0028
2523,NYP/COLUMBIA U MEDICAL CENTER PEDIATRIC PSYCHIATRIC CLINIC,10032,MANHATTAN,112,40.8403755234,-73.9425118752,POINT (-73.94251043929368 40.84036723964311),10,3801,62589.0551493,81247268.6263
2524,HEIGHTS HILL CLINIC,11217,BROOKLYN,302,40.6880241556,-73.9799650243,POINT (-73.97996358527828 40.68801590269769),26,4004,73010.0956282,86682052.0213
2525,CENTER FOR URBAN COMMUNITY SERVICES INC,10036,MANHATTAN,105,40.7578739973,-73.9886745651,POINT (-73.98867311992331 40.75786573215768),16,3807,71863.8360436,85622064.5857
2526,"PROMESA, INC. OP",10457,BRONX,205,40.846125658,-73.9043135475,POINT (-73.90431212301125 40.84611737191429),6,3707,37374.595308,42281071.5105
2527,NYC-HHC QUEENS HOSPITAL CENTER - HH CM,11432,QUEENS,408,40.7169307215,-73.8042620847,POINT (-73.8042607004725 40.71692245766096),46,4106,79842.9340986,207308619.71
2528,MOUNT SINAI DOWNTOWN UNION SQUARE,10003,MANHATTAN,105,40.7346433839,-73.9892135121,POINT (-73.98921206735743 40.73463512271666),17,3808,43083.5505189,44952037.8009
2529,TERENCE CARDINAL COOKE HEALTH CARE CENTER,10029,MANHATTAN,111,40.7937471697,-73.9509696102,POINT (-73.95096817401924 40.79373889557289),13,3804,62599.5024685,64612123.1374
2530,SAFE HORIZON INC,11201,BROOKLYN,302,40.6924098591,-73.9914903379,POINT (-73.99148889541371 40.69240160598785),26,4004,73010.0956282,86682052.0213
2531,"INWOOD DIAGNOSTIC AND TREATMENT CENTER, INC.",10040,MANHATTAN,112,40.862072,-73.928177,POINT (-73.9281755673459 40.86206371159047),10,3801,62589.0551493,81247268.6263
2532,THE FLOATING HOSPITAL,11101,QUEENS,401,40.7551716993,-73.9443040712,POINT (-73.94430264018905 40.75516343290813),41,4101,76015.2039665,143819416.07
2533,THOMAS JEFFERSON HIGH SCHOOL,11207,BROOKLYN,305,40.6668615927,-73.8951266284,POINT (-73.89512521765805 40.66685334166546),29,4007,44860.7781372,72205366.5338
2534,REBEKAH REHAB AND EXTENDED CARE CENTER,10462,BRONX,209,40.8299447682,-73.8464041074,POINT (-73.84640270273566 40.82993648262853),8,3709,73288.7773801,124117768.897
2535,MONTE NIDO MANHATTAN,10023,MANHATTAN,107,40.7779027249,-73.9792701524,POINT (-73.97926870833945 40.77789445470071),15,3806,47538.4259936,88497862.2383
2536,THE CHILD CENTER OF NY - WOODSIDE CLINIC,11377,QUEENS,402,40.7443264561,-73.897181563,POINT (-73.89718014753936 40.74431818971546),49,4109,95211.0194607,167050353.269
2537,GIRLING HEALTH CARE OF NEW YORK,11223,BROOKLYN,315,40.6084498586,-73.9617241683,POINT (-73.96172274015922 40.60844162132769),38,4016,109480.188237,120716882.065
2538,CENTRAL INTAKE,11426,QUEENS,413,40.7456872382,-73.7257054333,POINT (-73.72570407345695 40.74567896500677),45,4105,206027.45579,550135981.616
2539,P.S. 092 ADRIAN HEGEMAN,11226,BROOKLYN,309,40.6562449897,-73.953879369,POINT (-73.9538779409579 40.65623674265783),33,4011,34953.4245338,47617950.8156
2540,QUEENS CHILDREN'S MOBILE CRISIS TEAM,11370,QUEENS,403,40.7645368731,-73.8931546184,POINT (-73.89315320257469 40.76452860257115),42,4102,64416.9369837,117155733.277
2541,GENESIS RENAL CARE,11385,QUEENS,405,40.7082015639,-73.8625606398,POINT (-73.8625592379169 40.70819330391426),50,4110,71251.3267965,205047603.928
2542,BRONXCARE HEALTH SYSTEM,10456,BRONX,203,40.8321271706,-73.9038676623,POINT (-73.90386623853664 40.83211888735131),4,3705,68697.5999192,122483690.262
2543,RIVERDALE DIALYSIS CENTER,10463,BRONX,208,40.8800249423,-73.9032294436,POINT (-73.90322801838582 40.88001664999601),0,3701,53227.1136077,97928516.6801
2544,MAIMONIDES CMHC ADULT SERVICES,11219,BROOKLYN,312,40.6403109866,-73.9997378591,POINT (-73.99973641658353 40.64030274433059),36,4014,51089.0682127,87680448.1856
2545,BROOKLYN FAMILIES TOGETHER,11210,BROOKLYN,314,40.6299719905,-73.9487858711,POINT (-73.94878444605249 40.62996374904409),37,4015,50007.9713088,81045770.1741
2546,INTERNSHIP PROGRAM,10029,MANHATTAN,111,40.7937471697,-73.9509696102,POINT (-73.95096817401924 40.79373889557289),13,3804,62599.5024685,64612123.1374
2547,JCCA-HCBS BRONX,10455,BRONX,201,40.816033615,-73.9184372999,POINT (-73.91843587325161 40.81602533551036),9,3710,90067.9543636,137760289.541
2548,CORNERSTONE OF MEDICAL ARTS CENTER IP,11366,QUEENS,408,40.720748902,-73.8078680353,POINT (-73.80786664963492 40.72074063720307),46,4106,79842.9340986,207308619.71
2549,CONEY ISLAND HOSPITAL,11235,BROOKLYN,313,40.5860795918,-73.9655988228,POINT (-73.96559739552653 40.58607135851963),40,4018,76220.7229706,96030474.3336
2550,JBFCS CHILD DEVELOPMENT CENTER CLINIC,10037,MANHATTAN,110,40.8155334517,-73.9368960291,POINT (-73.9368945972043 40.81552517230806),12,3803,38111.6886704,39843953.7438
2551,SAMARITAN DAYTOPVILL.-INTAKE/ASSESS IR,11435,QUEENS,408,40.7083599923,-73.8187369037,POINT (-73.81873551496416 40.70835173026536),46,4106,79842.9340986,207308619.71
2552,THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC,10458,BRONX,205,40.8619732996,-73.8968130411,POINT (-73.89681161825806 40.86196501019099),5,3706,51826.0737093,43886930.6821
2553,COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY,11362,QUEENS,411,40.7603371874,-73.7231181102,POINT (-73.72311675005963 40.76032891242153),44,4104,104978.089545,260047824.698
2554,MOBILE CRISIS MANAGEMENT TEAM,11205,BROOKLYN,302,40.6950722509,-73.9766397691,POINT (-73.97663833165207 40.69506399682665),26,4004,73010.0956282,86682052.0213
2555,BRONX SELF HELP PROGRAM,10459,BRONX,202,40.8220063016,-73.8963059627,POINT (-73.8963045419178 40.82199801934959),9,3710,90067.9543636,137760289.541
2556,STEP DOWN - NON MEDICAID CC,11375,QUEENS,406,40.7152680358,-73.8306133229,POINT (-73.83061192997017 40.71525977272626),48,4108,37999.6381715,77765102.8446
2557,HARLEM HOSPITAL CENTER,10037,MANHATTAN,110,40.814111949,-73.9397444556,POINT (-73.93974302256397 40.81410367006453),12,3803,38111.6886704,39843953.7438
2558,MS145,10456,BRONX,204,40.8277227832,-73.9138118823,POINT (-73.91381045585075 40.82771450141385),7,3708,35002.7055809,55881067.7537
2559,THE CHILD CENTER OF NY INC,11434,QUEENS,412,40.684533524,-73.7922755954,POINT (-73.79227421634754 40.68452526538479),52,4112,72793.6040684,260049220.98
2560,LEXINGTON CENTER FOR MENTAL HEALTH SERVICES INC,11370,QUEENS,403,40.7612849715,-73.8937390389,POINT (-73.89373762425073 40.7612767020474),42,4102,64416.9369837,117155733.277
2561,SOUTH BEACH PC - HHCM,10305,STATEN ISLAND,502,40.5829065937,-74.0785390069,POINT (-74.07853754368575 40.58289836566786),21,3902,153372.622901,675481898.963
2562,THE ZUCKER HILLSIDE AMBULATORY CARE CLINIC,11004,QUEENS,413,40.75072843,-73.7107257437,POINT (-73.71072438797232 40.75072015534516),45,4105,206027.45579,550135981.616
2563,HSS EAST SIDE OUTPATIENT CENTER,10065,MANHATTAN,108,40.7641713787,-73.9621448228,POINT (-73.96214338585969 40.76416311117314),14,3805,54449.5033787,55222267.9563
2564,"FUND FOR THE CITY OF NEW YORK, INC.",10301,STATEN ISLAND,501,40.6404803225,-74.0762470831,POINT (-74.07624561639673 40.64047208320004),22,3903,153890.524919,376477826.274
2565,SHEEPSHEAD BAY RENAL CARE CENTER,11235,BROOKLYN,313,40.5819551785,-73.9566516589,POINT (-73.95665023425086 40.58194694649557),40,4018,76220.7229706,96030474.3336
2566,QUALITY FIRST MEDICAL CENTER,11204,BROOKLYN,312,40.6165711172,-73.9790387438,POINT (-73.97903730869956 40.61656287870965),36,4014,51089.0682127,87680448.1856
2567,BROWNSVILLE CHILD HEALTH CLINIC,11212,BROOKLYN,316,40.6646817934,-73.9111456937,POINT (-73.91114427806778 40.66467354318039),29,4007,44860.7781372,72205366.5338
2568,SERENDIPITY II MADELINE RANDERS CTR IR,10018,MANHATTAN,105,40.7536169162,-73.9919051422,POINT (-73.99190369557994 40.75360865173355),16,3807,71863.8360436,85622064.5857
2569,BRONX RECOVERY SUPPORT CENTER OP,10016,MANHATTAN,106,40.7464592407,-73.9783381798,POINT (-73.97833673815022 40.74645097703698),17,3808,43083.5505189,44952037.8009
2570,PARTIAL HOSPITALIZATION PROGRAM,10305,STATEN ISLAND,502,40.5840042449,-74.0877917458,POINT (-74.08779027827333 40.58399601702621),21,3902,153372.622901,675481898.963
2571,PS 1,11220,BROOKLYN,307,40.6492212233,-74.0117003628,POINT (-74.01169891641048 40.6492129792336),34,4012,96983.6271364,112208109.35
2572,ST. LUKE'S-ROOSEVELT CPEP,10019,MANHATTAN,104,40.7696639912,-73.9867993365,POINT (-73.98679789064468 40.76965572287665),15,3806,47538.4259936,88497862.2383
2573,LOWER EAST SIDE SERVICE CNTR INC M-IR1,10038,MANHATTAN,101,40.7070834263,-74.0077956125,POINT (-74.00779416393273 40.70707517123513),19,3810,122526.958548,81024704.0028
2574,REACH PROGRAM OP,11201,BROOKLYN,302,40.6970428267,-73.9857903927,POINT (-73.98578895124214 40.69703457287417),26,4004,73010.0956282,86682052.0213
2575,ODYSSEY HOUSE MABON CLINIC,10029,MANHATTAN,111,40.786468,-73.939314,POINT (-73.93931256850169 40.78645972669413),13,3804,62599.5024685,64612123.1374
2576,"OSBORNE TREATMENT SERVICES, INC OP",10455,BRONX,201,40.8192872806,-73.9029878333,POINT (-73.90298641197872 40.81927899997325),9,3710,90067.9543636,137760289.541
2577,NYP/QUEENS OBSTETRICS CENTER,11365,QUEENS,407,40.739002,-73.805344,POINT (-73.80534261392373 40.7389937311649),43,4103,149451.567392,329873810.656
2578,JBFCS - HH NONMED CM,10461,BRONX,210,40.8416355945,-73.8430437284,POINT (-73.84304232410197 40.84162730764015),3,3704,47970.2030233,106216908.278
2579,MANHATTAN CENTER FOR MATH & SCIENCE,10029,MANHATTAN,111,40.794697,-73.933334,POINT (-73.93333256994225 40.79468872490311),13,3804,62599.5024685,64612123.1374
2580,THURGOOD MARSHALL ACADEMY,10030,MANHATTAN,110,40.815236097,-73.9443202691,POINT (-73.94431883465541 40.81522781824546),12,3803,38111.6886704,39843953.7438
2581,PREMIER HEALTHCARE-NOSTRAND AVE,11229,BROOKLYN,315,40.602089,-73.942131,POINT (-73.94212957809476 40.60208076321792),38,4016,109480.188237,120716882.065
2582,MOSHOLU MONTEFIORE COMMUNITY CENTER INC,10467,BRONX,207,40.8814970866,-73.8807375899,POINT (-73.8807361717237 40.88148879304023),5,3706,51826.0737093,43886930.6821
2583,URBAN YOUTH ALLIANCE INTERNATIONAL INC,10455,BRONX,201,40.8151709232,-73.9162829702,POINT (-73.91628154432314 40.81516264310969),9,3710,90067.9543636,137760289.541
2584,ELMHURST HOSPITAL MENTAL HEALTH SCHOOL-BASED CLINIC,11372,QUEENS,403,40.7542624139,-73.8874239419,POINT (-73.88742252943749 40.7542541455147),42,4102,64416.9369837,117155733.277
2585,SUPPORT/ADVOCACY SERVICES,11217,BROOKLYN,302,40.6880241556,-73.9799650243,POINT (-73.97996358527828 40.68801590269769),26,4004,73010.0956282,86682052.0213
2586,MFY - CSS PROGRAM,10007,MANHATTAN,101,40.7151726079,-74.0059063982,POINT (-74.00590495016819 40.71516435051199),19,3810,122526.958548,81024704.0028
2587,JBFCS - BAY RIDGE COUNSELING CENTER,11209,BROOKLYN,310,40.6178767488,-74.0298530344,POINT (-74.02985158428143 40.61786851163262),35,4013,48170.458,107113832.637
2588,PROJECT FOR PSYCHIATRIC OUTREACH TO THE HOMELESS,10035,MANHATTAN,111,40.8010435758,-73.9381581771,POINT (-73.93815674506345 40.8010352994992),13,3804,62599.5024685,64612123.1374
2589,THE INSTITUTE CENTER FOR COUNSELING AT 17TH STREET,10011,MANHATTAN,104,40.7408977267,-73.9998307474,POINT (-73.99982929914852 40.74088946446818),16,3807,71863.8360436,85622064.5857
